PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),TEMP LEVEL2 (degree_Celsius),DEPH LEVEL2 (meter),TEMP LEVEL3 (degree_Celsius),DEPH LEVEL3 (meter),TEMP LEVEL4 (degree_Celsius),DEPH LEVEL4 (meter),TEMP LEVEL5 (degree_Celsius),DEPH LEVEL5 (meter),TEMP LEVEL6 (degree_Celsius),DEPH LEVEL6 (meter),TEMP LEVEL7 (degree_Celsius),DEPH LEVEL7 (meter),TEMP LEVEL8 (degree_Celsius),DEPH LEVEL8 (meter),TEMP LEVEL9 (degree_Celsius),DEPH LEVEL9 (meter),TEMP LEVEL10 (degree_Celsius),DEPH LEVEL10 (meter),TEMP LEVEL11 (degree_Celsius),DEPH LEVEL11 (meter),TEMP LEVEL12 (degree_Celsius),DEPH LEVEL12 (meter),QC
41922,2008-12-21T08:26:00Z,21.0310,121.8830,25.2,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-21T08:40:00Z,21.0310,121.8830,,,25.5,14,25.3,28,25,42,,81,24.1,106,24,118,,130,,,,,,,,,,,011199111111911111919999999999
41922,2008-12-21T08:41:00Z,21.0310,121.8830,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T08:55:00Z,21.0290,121.8790,,,25.5,14,25.4,28,25,42,,81,24.3,106,24.1,118,,130,,,,,,,,,,,011199111111911111919999999999
41922,2008-12-21T08:56:00Z,21.0290,121.8790,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T09:10:00Z,21.0290,121.8790,25.3,,25.3,0,25.5,14,25.3,28,25,42,,81,24.4,106,24.3,118,,,,,,,,,,,011119111111119111119999999999
41922,2008-12-21T09:11:00Z,21.0290,121.8790,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T09:25:00Z,21.0290,121.8790,,,25.5,13,25.5,26,25.5,39,,70,24.9,92,24.9,103,,114,,,,,,,,,,,011199111111911111919999999999
41922,2008-12-21T09:26:00Z,21.0290,121.8790,25.3,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-21T09:40:00Z,21.0290,121.8790,,,25.5,13,25.5,26,25.4,39,,70,24.9,92,24.9,103,,,,,,,,,,,,,011199111111911111999999999999
41922,2008-12-21T09:55:00Z,21.0160,121.8650,25.4,,25.4,0,25.5,13,25.5,26,25.4,39,,70,25,92,24.9,103,,,,,,,,,,,014419111111119111119999999999
41922,2008-12-21T11:40:00Z,21.0160,121.8650,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T11:41:00Z,21.0160,121.8650,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T11:55:00Z,21.0030,121.8760,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-21T11:56:00Z,21.0030,121.8760,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T12:10:00Z,21.0030,121.8760,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T12:11:00Z,21.0030,121.8760,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T12:25:00Z,21.0030,121.8760,25.2,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-21T12:26:00Z,21.0030,121.8760,25.2,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-21T12:40:00Z,21.0160,121.8650,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-21T12:41:00Z,20.9940,121.8790,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-21T12:55:00Z,21.0160,121.8650,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-21T12:56:00Z,21.0030,121.8760,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-21T13:09:00Z,21.0030,121.8760,,,25.6,14,25.5,30,25.4,44,,88,24.5,116,24.3,130,,,,,,,,,,,,,011199111111911111999999999999
41922,2008-12-21T13:10:00Z,21.0160,121.8650,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-21T13:11:00Z,21.0030,121.8760,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-21T13:24:00Z,20.9940,121.8790,,,25.6,14,25.5,30,25.4,44,,88,24.6,116,24.3,130,,,,,,,,,,,,,011199111111911111999999999999
41922,2008-12-21T13:25:00Z,21.0160,121.8650,25.3,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-21T13:26:00Z,20.9940,121.8790,25.3,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-21T13:39:00Z,20.9940,121.8790,25.4,,25.4,0,25.6,14,25.5,30,25.4,44,,88,24.4,116,24.2,130,,,,,,,,,,,011119111111119111119999999999
41922,2008-12-21T13:40:00Z,20.9940,121.8790,25.4,,25.4,0,25.6,14,25.5,30,25.4,44,,88,24.4,116,24.2,130,,,,,,,,,,,011119111111119111119999999999
41922,2008-12-21T15:25:00Z,20.9990,121.8790,,,25.9,11,25.8,24,25.8,35,,51,25.8,56,25.8,59,22.9,61,,,,,,,,,,,011199111111911111119999999999
41922,2008-12-21T15:40:00Z,20.9990,121.8790,,,25.9,11,25.8,24,25.8,35,,51,25.8,56,25.8,59,25.2,61,,,,,,,,,,,011199111111911111119999999999
41922,2008-12-21T15:55:00Z,20.9990,121.8790,25.7,,25.7,0,25.9,11,25.8,24,25.8,35,,51,25.8,56,25.8,59,22.1,61,,,,,,,,,011119111111119111111199999999
41922,2008-12-21T16:10:00Z,20.9990,121.8790,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T16:25:00Z,20.9990,121.8790,25.6,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-21T16:40:00Z,20.9990,121.8790,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T16:55:00Z,20.9990,121.8790,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T17:10:00Z,20.9990,121.8790,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T17:25:00Z,20.9990,121.8790,25.5,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-21T17:40:00Z,20.9990,121.8790,,,25.8,5,25.8,12,25.7,17,25.7,29,25.8,40,25.8,45,25.5,51,,,,,,,,,,,011199111111111111119999999999
41922,2008-12-21T17:55:00Z,20.9990,121.8790,,,25.8,5,25.8,12,25.7,17,25.7,29,25.8,40,25.8,45,25.5,51,,,,,,,,,,,011199111111111111119999999999
41922,2008-12-21T18:10:00Z,20.9990,121.8790,25.6,,25.6,0,25.8,5,25.8,12,25.7,17,25.7,29,25.8,40,25.8,45,25.5,51,,,,,,,,,011119111111111111111199999999
41922,2008-12-21T18:24:00Z,20.9990,121.8790,,,25.8,5,25.7,12,25.7,17,25.7,29,25.8,40,25.8,45,25.5,51,,,,,,,,,,,011199111111111111119999999999
41922,2008-12-21T18:39:00Z,20.9990,121.8790,,,25.8,5,25.7,12,25.7,17,25.7,29,25.8,40,25.8,45,25.5,51,,,,,,,,,,,011199111111111111119999999999
41922,2008-12-21T18:41:00Z,20.9990,121.8790,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T18:54:00Z,20.9990,121.8790,25.6,,25.6,0,25.8,5,25.7,12,25.7,17,25.7,29,25.8,40,25.8,45,25.5,51,,,,,,,,,011119111111111111111199999999
41922,2008-12-21T18:56:00Z,20.9990,121.8790,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T19:09:00Z,20.9990,121.8790,,,25.8,5,25.7,12,25.7,17,25.7,30,25.8,40,25.8,46,25.5,51,,,,,,,,,,,011199111111111111119999999999
41922,2008-12-21T19:11:00Z,20.9990,121.8790,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T19:24:00Z,20.9990,121.8790,,,25.8,5,25.7,12,25.7,17,25.7,30,25.8,40,25.8,46,25.5,51,,,,,,,,,,,011199111111111111119999999999
41922,2008-12-21T19:26:00Z,20.9990,121.8790,25.5,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-21T19:39:00Z,20.9990,121.8790,25.6,,25.6,0,25.8,5,25.7,12,25.7,17,25.7,30,25.8,40,25.8,46,25.5,51,,,,,,,,,011119111111111111111199999999
41922,2008-12-21T19:40:00Z,21.0010,121.8870,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-21T19:55:00Z,21.0010,121.8870,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T20:10:00Z,21.0010,121.8870,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T20:25:00Z,21.0010,121.8870,25.4,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-21T20:40:00Z,21.0010,121.8870,,,25.8,5,25.7,12,25.7,17,25.7,30,25.7,40,25.7,46,25.5,51,,,,,,,,,,,011199111111111111119999999999
41922,2008-12-21T20:41:00Z,20.9990,121.8860,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-21T20:55:00Z,21.0010,121.8870,,,25.8,5,25.6,12,25.7,17,25.7,30,25.7,40,25.7,46,25.5,51,,,,,,,,,,,011199111111111111119999999999
41922,2008-12-21T20:56:00Z,20.9990,121.8860,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-21T21:10:00Z,21.0010,121.8870,25.6,,25.6,0,25.8,5,25.6,12,25.7,17,25.7,30,25.7,40,25.7,46,25.5,51,,,,,,,,,011119111111111111111199999999
41922,2008-12-21T21:11:00Z,20.9990,121.8860,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-21T21:25:00Z,20.9970,121.8850,25.4,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-21T21:26:00Z,20.9990,121.8860,25.4,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-21T21:41:00Z,20.9970,121.8850,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T21:56:00Z,20.9970,121.8850,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T22:09:00Z,20.9970,121.8850,,,25.7,5,25.7,12,25.6,17,25.7,30,25.7,40,25.7,46,25.5,51,,,,,,,,,,,011199111111111111119999999999
41922,2008-12-21T22:11:00Z,20.9970,121.8850,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T22:24:00Z,21.0000,121.8900,,,25.7,5,25.7,12,25.6,17,25.7,30,25.7,40,25.7,46,25.5,51,,,,,,,,,,,011199111111111111119999999999
41922,2008-12-21T22:26:00Z,21.0000,121.8900,25.4,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-21T22:39:00Z,21.0000,121.8900,25.5,,25.5,0,25.7,5,25.7,12,25.6,17,25.7,30,25.7,40,25.7,46,25.5,51,,,,,,,,,011119111111111111111199999999
41922,2008-12-21T23:40:00Z,21.0000,121.8900,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T23:41:00Z,21.0000,121.8900,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-21T23:55:00Z,21.0000,121.8900,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T00:10:00Z,21.0000,121.8900,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T00:24:00Z,21.0020,121.8830,,,25.6,5,25.5,11,25.5,16,25.5,36,26.4,51,,,,,,,,,,,,,,,011199111111111199999999999999
41922,2008-12-22T00:25:00Z,21.0000,121.8900,25.4,,25.4,0,25.6,5,25.5,11,25.5,16,25.5,36,26.4,51,,,,,,,,,,,,,011119111111111111999999999999
41922,2008-12-22T00:39:00Z,21.0020,121.8830,,,25.6,5,25.5,11,25.5,16,,36,,51,,,,,,,,,,,,,,,011199111111919199999999999999
41922,2008-12-22T00:40:00Z,21.0000,121.8900,,,25.6,5,25.5,11,25.5,16,,36,,51,,,,,,,,,,,,,,,011199111111919199999999999999
41922,2008-12-22T00:54:00Z,21.0020,121.8830,25.5,,25.5,0,25.6,5,25.5,11,25.5,16,25.6,36,25.3,51,,,,,,,,,,,,,011119111111111111999999999999
41922,2008-12-22T00:55:00Z,21.0000,121.8900,25.5,,25.5,0,25.6,5,25.5,11,25.5,16,25.6,36,25.3,51,,,,,,,,,,,,,011119111111111111999999999999
41922,2008-12-22T01:40:00Z,21.0000,121.8900,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T01:55:00Z,21.0000,121.8900,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T02:10:00Z,21.0000,121.8900,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T02:25:00Z,21.0000,121.8900,25.3,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T02:41:00Z,21.0000,121.8900,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T02:56:00Z,21.0000,121.8900,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T03:11:00Z,21.0000,121.8900,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T03:26:00Z,21.0000,121.8900,25.5,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T04:41:00Z,21.0000,121.8900,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T04:56:00Z,21.0000,121.8900,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T05:11:00Z,21.0000,121.8900,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T05:26:00Z,21.0000,121.8900,25.6,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T06:41:00Z,21.0000,121.8900,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T06:56:00Z,21.0000,121.8900,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T07:11:00Z,21.0000,121.8850,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T07:26:00Z,21.0000,121.8850,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T07:40:00Z,21.0000,121.8850,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T07:41:00Z,21.0000,121.8850,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T07:55:00Z,21.0000,121.8850,26.1,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T07:56:00Z,21.0000,121.8850,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T08:10:00Z,21.0000,121.8850,26.1,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T08:11:00Z,21.0000,121.8850,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T08:25:00Z,21.0000,121.8850,25.9,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T08:26:00Z,21.0000,121.8850,25.8,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T08:40:00Z,21.0000,121.8850,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T09:25:00Z,21.0000,121.8850,26.2,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T09:40:00Z,21.0000,121.8850,26.2,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T09:55:00Z,21.0000,121.8850,26,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T10:40:00Z,21.0000,121.8850,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T10:41:00Z,21.0000,121.8850,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T10:55:00Z,21.0000,121.8850,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T11:10:00Z,21.0000,121.8850,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T11:25:00Z,21.0000,121.8850,25.9,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T11:40:00Z,21.0000,121.8850,,,26,6,25.9,13,25.8,19,,,,,,,,,,,,,,,,,,,011199111111999999999999999999
41922,2008-12-22T11:55:00Z,21.0000,121.8850,,,26,6,25.9,13,25.8,19,,,,,,,,,,,,,,,,,,,011199111111999999999999999999
41922,2008-12-22T12:10:00Z,21.0000,121.8850,26,,26,0,26.1,6,26,13,25.9,19,,,,,,,,,,,,,,,,,011119111111119999999999999999
41922,2008-12-22T12:41:00Z,21.0000,121.8850,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T12:56:00Z,21.0000,121.8850,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T13:09:00Z,21.0000,121.8850,26.2,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T13:11:00Z,21.0000,121.8850,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T13:24:00Z,21.0000,121.8850,26.1,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T13:26:00Z,21.0000,121.8850,25.9,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T13:39:00Z,21.0000,121.8850,26,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T14:41:00Z,21.0000,121.8850,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T14:56:00Z,21.0000,121.8850,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T15:11:00Z,21.0000,121.8850,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T15:24:00Z,21.0000,121.8850,26,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T15:26:00Z,21.0000,121.8850,25.8,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T15:39:00Z,21.0000,121.8850,26,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T15:54:00Z,21.0000,121.8850,25.8,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T16:40:00Z,21.0000,121.8850,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T16:41:00Z,21.0000,121.8850,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T16:55:00Z,21.0000,121.8850,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T16:56:00Z,21.0000,121.8850,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T17:10:00Z,21.0000,121.8850,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T17:11:00Z,21.0000,121.8850,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T17:25:00Z,21.0000,121.8850,26,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T17:26:00Z,21.0000,121.8850,26,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T17:40:00Z,21.0030,121.8770,26,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T17:55:00Z,21.0030,121.8770,26.2,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T18:10:00Z,21.0030,121.8770,26.1,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T18:24:00Z,21.0030,121.8770,26.2,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T18:25:00Z,21.0030,121.8770,26.2,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T18:39:00Z,21.0030,121.8770,26.2,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T18:40:00Z,21.0030,121.8770,26.2,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T18:41:00Z,21.0030,121.8770,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T18:54:00Z,21.0030,121.8770,26,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T18:55:00Z,21.0160,121.8700,26,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-22T18:56:00Z,21.0030,121.8770,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-22T19:10:00Z,21.0230,121.8670,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-22T19:11:00Z,21.0030,121.8770,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-22T19:25:00Z,21.0230,121.8670,25.9,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-22T19:26:00Z,21.0030,121.8770,25.9,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-22T19:40:00Z,21.0230,121.8670,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-22T19:41:00Z,21.0230,121.8670,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T19:55:00Z,21.0230,121.8670,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T19:56:00Z,21.0230,121.8670,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T20:10:00Z,21.0230,121.8670,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T20:11:00Z,21.0230,121.8670,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T20:25:00Z,21.0230,121.8670,25.7,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T20:26:00Z,21.0160,121.8390,25.7,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-22T20:40:00Z,21.0230,121.8670,26.1,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-22T20:55:00Z,21.0230,121.8670,26.1,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T21:10:00Z,21.0230,121.8670,25.9,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T21:25:00Z,21.0160,121.8390,26,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-22T21:40:00Z,21.0160,121.8390,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T21:41:00Z,21.0160,121.8390,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-22T21:55:00Z,21.0160,121.8390,25.8,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T22:10:00Z,21.0160,121.8390,25.9,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T22:25:00Z,21.0160,121.8390,25.9,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T22:40:00Z,21.0160,121.8390,25.7,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-22T23:39:00Z,21.0160,121.7690,25.8,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-22T23:40:00Z,21.0190,121.8060,25.8,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-22T23:54:00Z,21.0160,121.7690,25.8,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-22T23:55:00Z,21.0190,121.8060,25.8,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-23T00:09:00Z,21.0160,121.7690,25.6,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-23T00:10:00Z,21.0190,121.8060,25.6,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-23T00:25:00Z,21.0190,121.8060,25.5,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-23T00:40:00Z,21.0160,121.7690,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-23T00:41:00Z,21.0280,121.7780,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-23T00:55:00Z,21.0160,121.7690,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-23T00:56:00Z,21.0280,121.7780,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-23T01:09:00Z,21.0160,121.7690,25.7,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-23T01:10:00Z,21.0160,121.7690,25.7,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-23T01:11:00Z,21.0280,121.7780,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-23T01:24:00Z,21.0160,121.7690,25.7,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
